Time,Country,CO2 emissions (kg per PPP $ of GDP),CO2,CO2 emissions (metric tons per capita),"from electricity and heat production, total (% of total fuel combustion)",from gaseous fuel consumption (% of total),from gaseous fuel consumption (kt) ,from liquid fuel consumption (% of total),from liquid fuel consumption (kt), from manufacturing industries and construction (% of total fuel combustion),"from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",from residential buildings and commercial and public services (% of total fuel combustion),from solid fuel consumption (% of total),from solid fuel consumption (kt),from transport (% of total fuel combustion),CO2 intensity (kg per kg of oil equivalent energy use),Pop
2010,Brazil,0.149768201,419754.156,2.144736395,18.65435997,12.55547402,52702.124,65.24880316,273884.563,25.84136237,4.906485305,5.346395703,13.94712933,58543.655,45.25139665,1.57875052,195713635
2010,Canada,0.392961892,534670.602,15.72334502,39.87068556,33.68448486,180101.038,47.79913035,255567.898,11.65921841,2.658552819,14.02871541,16.80589276,89856.168,31.7828278,2.018774129,34004889
2010,China,0.70514916,8776040.416,6.560520007,51.56823947,2.27607001,199748.824,12.45967823,1093466.397,33.44807676,2.037874414,5.401937187,74.91045642,6574171.931,7.543742418,3.35624101,1337705000
2010,France,0.151224902,353033.091,5.428980862,20.31580805,27.5975611,97428.523,57.08765698,201538.32,13.45565749,5.18701482,24.79122559,12.80940658,45221.444,36.24735356,1.351552494,65027507
2010,Germany,0.236801456,758859.981,9.279634012,47.68142106,22.90872366,173845.136,34.78397433,263961.661,12.79270494,0.069840684,19.9428097,40.38503356,306465.858,19.51322361,2.32160361,81776930
2010,India,0.319546795,1719690.988,1.393273291,51.50289162,5.833496814,100318.119,24.08905588,414257.323,25.97380603,4.320499793,6.208523077,63.58888955,1093532.403,11.99427948,2.480663848,1234281170
2010,Indonesia,0.214008222,428760.308,1.772951392,40.32913072,17.21032466,73791.041,45.67496836,195836.135,24.59190445,2.739216987,5.446582614,30.18627485,129426.765,26.89051095,2.021434965,241834215
2010,Italy,0.195337101,405361.181,6.83837457,39.06453341,38.45290973,155873.169,44.05706377,178590.234,11.68440124,1.969940545,19.42636964,13.2572845,53739.885,27.85220342,2.333447536,59277417
2010,Japan,0.261477619,1171624.835,9.148316038,49.70948535,16.81914211,197057.246,43.53077417,510017.361,19.83324639,0.234750229,10.95770898,37.45669082,438851.892,19.26480905,2.349778982,128070000
2010,Mexico,0.266670703,464308.206,4.069560416,44.05069072,26.75448988,124223.292,55.97387417,259891.291,14.19340107,1.956844389,5.420710127,11.00475446,51095.978,34.37835369,2.656792541,114092963
2010,Russian Federation,0.570730808,1670531.186,11.69434812,62.52387306,52.58452272,878440.851,20.56532867,343550.229,11.65986448,0.891478952,8.95991942,23.62004399,394580.201,15.96421003,2.426695913,142849449
2010,Saudi Arabia,0.424917105,518491.798,18.90824847,47.13910761,26.45939715,137189.804,69.42090895,359941.719,26.66189454,0,1.052254832,0,0,25.14435696,2.795268494,27421461
2010,South Africa,0.789269637,474099.096,9.25668097,70.38402911,1.871790112,8874.14,11.10389209,52643.452,12.92471849,1.460392388,3.412499385,85.88113359,407161.678,11.8208192,3.34406228,51216964
2010,Turkey,0.236442291,298002.422,4.120210591,42.59929158,24.12940221,71906.203,23.63349986,70428.402,18.26814379,5.365890421,17.42783932,41.73701179,124377.306,16.34260306,2.79399165,72326988
2010,United Kingdom,0.218196401,493207.833,7.857836486,43.80570877,39.49471743,194791.04,35.54673269,175319.27,9.079088106,0.794865879,21.76338584,23.57563997,116276.903,24.55695141,2.432302857,62766365
2010,United States,0.359892819,5395532.125,17.44286171,48.79718723,23.63204486,1275074.572,40.14958797,2166283.917,8.719948383,0.959968581,10.19029184,35.43148416,1911717.11,31.33260396,2.43566026,309326085
2011,Argentina,0.234357748,191633.753,4.64437307,36.89148913,48.35339367,92661.423,45.39505157,86992.241,17.32531184,4.812893255,13.79291313,2.466560784,4726.763,27.18291202,2.379227256,41261490
2011,Australia,0.417937042,391818.95,17.53887776,61.55136809,17.48900328,68525.229,30.47730463,119415.855,10.22715539,1.587506453,3.34021683,50.80673842,199070.429,23.29375323,3.05277092,22340024
2011,Brazil,0.147704047,439412.943,2.224711944,16.16314587,11.49805139,50523.926,65.80126681,289139.283,26.98734567,4.530403758,5.159270002,14.60247519,64165.166,47.1572679,1.627217168,197514534
2011,Canada,0.37626988,537112.824,15.64133183,38.82014818,35.59383363,191179.045,47.69921896,256198.622,12.34906594,2.90390609,14.82373141,14.99672292,80549.322,31.10128212,1.977023814,34339328
2011,China,0.699292011,9733538.12,7.241515419,52.39090372,2.529310267,246191.379,11.55570458,1124778.91,32.95711754,1.949675133,5.205434141,75.16045299,7315771.343,7.496869462,3.470673794,1344130000
2011,France,0.135625654,331804.828,5.077911102,18.32179095,25.5691614,84839.712,59.88351532,198696.395,14.68191335,4.867128362,22.57690449,11.65178374,38661.181,39.55226284,1.31994154,65342780
2011,Germany,0.213734379,732497.918,9.12485921,48.46918543,21.76076574,159397.156,34.77527359,254728.155,13.11892358,0.06563564,17.84879189,41.17664728,301618.084,20.49746346,2.357956727,80274983
2011,India,0.318534264,1841776.419,1.473080878,51.76420685,4.964988044,91443.979,22.68061968,417726.305,26.86397744,2.82344788,6.173230416,65.74303594,1210839.733,12.37513741,2.548609021,1250288729
2011,Indonesia,0.277992164,603665.207,2.462771503,43.86585207,13.52075373,81620.086,35.03623475,211501.559,20.1533862,2.209801118,5.196932276,46.124735,278438.977,28.57402834,2.954514982,245116206
2011,Italy,0.184402962,397994.178,6.702557614,39.57449025,36.72305453,146155.619,43.9862163,175062.58,11.72625713,1.958282336,18.32504362,15.14087751,60259.811,28.41592667,2.369730598,59379449
2011,Japan,0.260447398,1191074.603,9.317426666,51.71053083,19.24638788,229238.838,44.16965047,526093.489,19.40517448,0.225611639,10.49823285,34.43623791,410161.284,18.16045019,2.580424079,127833000
2011,Mexico,0.253452722,484429.035,4.187104495,44.67729889,27.00351993,130812.891,56.29991295,272733.125,14.92025834,1.946311673,5.142568428,11.57791151,56086.765,33.31136593,2.638257425,115695473
2011,Russian Federation,0.507398548,1763405.295,12.334881,63.26913488,51.43163126,906948.109,22.52347235,397180.104,11.45786587,1.038394415,8.674894041,22.71187498,400502.406,15.5597108,2.442827365,142960868
2011,Saudi Arabia,0.364810743,499878.106,17.68372988,47.93814433,27.95302161,139731.035,67.21342743,335985.208,25.51086156,0,1.180504418,0,0,25.37048969,2.806374473,28267685
2011,South Africa,0.742984395,470582.443,9.048936362,69.10404258,1.871751514,8808.134,11.90611631,56028.093,11.55240147,2.420479027,4.123685211,85.03144262,400143.04,12.79685718,3.330905487,52004172
2011,Turkey,0.222297214,320840.498,4.368513377,43.27750272,26.26122934,84256.659,23.22787848,74524.441,18.20990906,5.495277222,17.57435303,40.65421629,130435.19,15.44295797,2.826640522,73443863
2011,United Kingdom,0.192266045,447828.708,7.079297626,44.96442255,36.06416429,161505.681,36.85270708,165037.002,8.775770845,0.825579274,19.06586389,25.6264125,114762.432,26.36836344,2.38187925,63258918
2011,United States,0.340334753,5289680.503,16.97695728,48.22743078,24.65357235,1304095.21,39.91281857,2111260.582,8.901609647,0.894824106,10.23012504,34.57309452,1828806.24,31.74601042,2.414918598,311580009
2012,Argentina,0.233208226,192356.152,4.609179856,38.49884153,49.62635352,95459.344,44.5382797,85672.121,16.10000539,4.833234549,14.27878657,2.249504346,4327.06,26.28374374,2.379786985,41733271
2012,Australia,0.398650117,388126.281,17.07290468,60.90314914,16.85798777,65430.281,31.56562078,122514.47,10.62285257,1.617194968,3.373892376,50.35571554,195443.766,23.48032757,3.062246732,22733465
2012,Brazil,0.152100021,470028.726,2.358548364,19.36339523,12.73853547,59874.776,65.85295449,309527.803,23.96504358,4.348237969,4.746115953,13.39153365,62944.055,47.57483895,1.668312028,199287296
2012,Canada,0.353318331,517457.704,14.90621636,39.30752048,36.84590963,190661.998,46.5247463,240745.884,12.55026061,2.836932241,13.71928518,14.7421906,76284.601,31.58786299,1.927508457,34714222
2012,China,0.655417221,10028573.94,7.424750916,52.52680383,2.770349899,277826.588,11.74319891,1177675.385,32.05300564,2.01845036,5.302651558,74.49631913,7470918.446,8.099088618,3.445096616,1350695000
2012,France,0.13469163,333227.624,5.075062341,17.43022137,26.26881768,87534.957,58.25006603,194105.311,14.62624318,4.571703561,24.27654796,12.81472841,42702.215,39.09849214,1.322782537,65659809
2012,Germany,0.211166755,739861.254,9.199299757,48.99970461,21.61358432,159910.536,34.35186011,254156.103,12.48288085,0.061763205,18.5209055,41.84534253,309597.476,19.93474583,2.372819937,80425823
2012,India,0.324807226,2018503.817,1.5946684,53.44267238,3.871734269,78151.104,21.69112237,437836.133,25.18483772,3.431503942,5.70148987,67.66324341,1365785.151,12.23893766,2.66153159,1265782790
2012,Indonesia,0.271487864,637078.911,2.564188865,43.1370045,12.5773457,80127.617,34.36883033,218956.57,18.08336739,2.25275848,5.292194524,47.03251541,299634.237,31.23212096,3.005349024,248452413
2012,Italy,0.171244721,369468.585,6.205413858,39.27928419,38.03384447,140523.107,41.73093147,154182.682,11.81461073,1.975012276,18.97266627,16.69296809,61675.273,27.95569862,2.290414152,59539717
2012,Japan,0.259162923,1230168.49,9.63862829,53.61719377,19.61158971,241255.597,43.59793722,536328.086,18.52400295,0.225014684,9.716994399,34.57149671,425287.659,17.9167942,2.724805972,127629000
2012,Mexico,0.246588194,496324.783,4.232175308,46.00777904,27.3685066,135836.681,58.50874406,290393.397,13.4363255,2.058386505,5.178743117,9.92545198,49262.478,33.31876584,2.588965533,117274155
2012,Russian Federation,0.495838419,1830830.424,12.78497902,64.97917231,48.42771075,886629.262,23.20939288,424924.626,10.91616048,0.909196425,7.895822855,24.95293147,456845.861,15.30029275,2.474346698,143201676
2012,Saudi Arabia,0.383701053,564842.678,19.37365993,47.98635991,26.85900515,151711.124,68.43229417,386534.803,25.03129451,0,0.997107955,0,0,25.98523762,2.819297128,29155187
2012,South Africa,0.710471671,468770.945,8.872523387,68.07623439,1.972073376,9244.507,11.94117417,55976.755,11.38364934,2.607373249,5.553238981,84.85782454,397788.826,12.38195688,3.3651158,52834005
2012,Turkey,0.214123941,329560.624,4.414565434,41.74183104,25.89571835,85342.091,23.34876268,76948.328,17.46456537,3.822645125,20.11101199,41.08843689,135411.309,16.8632504,2.787616513,74653016
2012,United Kingdom,0.19402939,468572.927,7.355898277,45.845235,32.51578873,152360.183,35.11633185,164545.624,8.300874232,0.811477538,20.13113477,31.08208576,145642.239,24.91127846,2.417432417,63700300
2012,United States,0.316072979,5119436.361,16.3104711,46.95234783,26.66582144,1365139.759,40.58369022,2077656.194,8.778335404,0.931776398,9.712099379,31.79639033,1627795.968,33.62544099,2.373432389,313874218
2013,Argentina,0.220889001,189851.591,4.498539995,37.4025112,47.84540204,90835.257,46.7927298,88836.742,16.5274628,5.536810664,15.25526854,1.253549147,2379.883,25.28347807,2.286980386,42202935
2013,Australia,0.350656101,372266.506,16.09583317,59.37826269,18.61935814,69313.634,33.15175634,123412.885,11.39590729,1.657444143,3.466276885,46.95029453,174780.221,24.09949885,2.943431091,23128129
2013,Brazil,0.155504921,503677.118,2.505408788,23.48170961,14.12336008,71136.133,64.72181371,325988.966,21.83546407,4.072408216,4.50889593,13.66760342,68840.591,46.09930649,1.714768738,201035903
2013,Canada,0.333593673,517160.677,14.7410813,39.35088326,38.17671292,197434.947,46.69186207,241471.95,12.00538505,2.903560318,14.04115196,13.31480313,68858.926,31.69901941,1.903616139,35082954
2013,China,0.611355695,10258007.13,7.557211045,53.15646287,3.123310922,320389.457,12.04553969,1235632.32,31.07230315,2.078881226,5.306225174,73.10959096,7499587.052,8.386127577,3.413745547,1357380000
2013,France,0.128078906,334096.703,5.062171964,16.99303125,26.74049765,89339.121,56.65082484,189268.538,15.80424432,4.307381831,24.72487623,13.92068841,46508.561,38.17046637,1.320497425,65998687
2013,Germany,0.207609267,757312.507,9.39062342,48.4486686,22.10816333,167427.886,34.07546932,258057.791,12.13573168,0.056293038,19.41717069,41.75168627,316190.742,19.94082685,2.383691573,80645605
2013,India,0.302459577,2034752.294,1.588600104,52.31799877,5.007190718,101883.928,22.66481883,461172.921,26.9695432,2.965786036,5.704306706,65.36092358,1329932.892,12.04182546,2.622351787,1280846129
2013,Indonesia,0.194495925,490226.562,1.946839151,42.07286558,13.21978367,64806.891,48.920605,239821.8,17.95115604,1.924231809,5.479931939,29.4533459,144388.125,32.57181463,2.253761775,251806402
2013,Italy,0.158670419,345317.723,5.732941879,36.32645804,38.06135777,131432.614,43.72776604,150999.726,11.27015173,2.107041252,20.45400664,14.8743217,51363.669,29.84234234,2.22252487,60233948
2013,Japan,0.250956923,1246515.976,9.780815065,53.85491217,19.53560754,243514.469,41.25285355,514223.41,18.24739753,0.201691607,10.14720234,36.89251842,459871.136,17.54798308,2.741544621,127445000
2013,Mexico,0.237511461,490340.239,4.126499656,44.64975118,29.0396883,142393.277,56.67940501,277921.93,14.67050501,1.990582669,5.076878445,10.20064764,50017.88,33.6122827,2.552557795,118827161
2013,Russian Federation,0.472310473,1778561.006,12.39355647,63.34254288,50.88635886,905044.936,21.71651361,386241.443,11.64377313,0.86469791,8.211046239,23.70716138,421646.328,15.93793984,2.440334923,143506911
2013,Saudi Arabia,0.351704726,541047.515,18.00340041,48.2252038,28.33847301,153324.604,66.47802365,359677.695,24.4310462,0,0.908627717,0,0,26.43724524,2.815299367,30052518
2013,South Africa,0.677807057,466376.394,8.686590251,66.47217235,2.009718356,9372.852,12.8453712,59907.779,12.37361807,2.504015875,5.591514693,83.84362567,391026.878,13.05867901,3.337474884,53689236
2013,Turkey,0.192075205,324771.522,4.277329965,42.70774648,26.48420387,86013.152,23.85226836,77465.375,16.27816901,3.795774648,17.08450704,38.70672719,125708.427,20.13380282,2.777309814,75928564
2013,United Kingdom,0.180882938,458250.322,7.145844359,44.052119,32.82812925,150435.008,34.96791127,160240.566,8.669453462,0.965002001,20.82758927,30.84278924,141337.181,25.48583626,2.391752088,64128226
2013,United States,0.307370112,5159160.972,16.32347679,46.63081967,26.98519315,1392209.553,39.96400638,2061807.42,8.635024896,0.971748933,10.67944043,32.03041262,1652500.547,33.08296608,2.36378669,316057727
2014,Argentina,0.238975967,204024.546,4.781507775,38.03856348,47.39207017,96691.456,46.16449189,94186.895,16.87022504,6.465360428,14.4639052,2.85416442,5823.196,24.16714308,2.355512099,42669500
2014,Australia,0.328257116,361261.839,15.38876602,58.35785756,20.09805414,72606.6,33.27141509,120196.926,11.48804109,1.690834181,3.721440419,45.22874225,163394.186,24.74450211,2.884664343,23475686
2014,Brazil,0.159730474,529808.16,2.612933521,26.30981892,14.7404485,78096.099,63.99086379,339028.818,20.60207554,4.046048485,4.289735725,13.90434662,73666.363,44.75232133,1.747149131,202763735
2014,Canada,0.332100774,537193.498,15.15892722,38.72927181,37.84182287,203283.812,46.22510137,248318.239,12.04397981,2.910958904,14.52415285,14.10774503,75785.889,31.79343908,1.919372543,35437435
2014,China,0.561035392,10291926.88,7.543907641,52.25300871,3.438424818,353880.168,12.28250638,1264106.575,31.71522709,2.074621215,5.358337662,72.20364323,7431146.164,8.598695273,3.372739648,1364270000
2014,France,0.113926282,303275.568,4.573181595,13.79515542,24.61549623,74652.786,61.20018379,185605.205,15.69588351,4.697563708,23.40030804,11.38880828,34539.473,42.41458975,1.249890679,66316100
2014,Germany,0.188370957,719883.438,8.889370395,48.46737733,20.16259666,145147.194,34.77235449,250320.421,12.44210323,0.053921772,17.67251511,42.83851381,308387.366,21.36546518,2.352020097,80982500
2014,India,0.304021148,2238377.137,1.727670507,53.60529195,4.141144245,92694.426,22.96796748,514109.733,26.40827462,3.018314873,5.490005793,66.68900134,1492751.359,11.47860789,2.714030011,1295604184
2014,Indonesia,0.172123444,464176.194,1.81937838,44.25125421,13.45767961,62467.345,50.30494067,233503.559,18.39507021,1.434036607,5.110759856,26.362358,122367.79,30.80658832,2.058310584,255129004
2014,Italy,0.146125563,320411.459,5.270866786,35.56035157,36.24523616,116133.89,44.93745494,143984.755,11.19452003,2.227018235,18.06637265,15.48691303,49621.844,32.95486535,2.183019967,60789140
2014,Japan,0.2434638,1214048.358,9.538706103,53.09642193,20.34046769,246943.114,40.29159644,489159.465,19.18090575,0.208643564,9.977032382,36.98901152,449064.487,17.53699637,2.748302246,127276000
2014,Mexico,0.221126542,480270.657,3.990446149,44.06618398,28.86211451,138616.267,56.02308908,269062.458,13.44797178,2.069989789,5.32349392,10.1992044,48983.786,35.09236053,2.55491002,120355128
2014,Russian Federation,0.453301697,1705345.684,11.85752777,61.11001329,49.93076043,851492.068,23.08731067,393718.456,12.32121563,1.150897755,9.172430241,23.73992586,404847.801,16.24476168,2.398912886,143819666
2014,Saudi Arabia,0.369940501,601046.969,19.44066648,49.15809629,26.4967329,159257.81,68.75179217,413230.563,24.10430526,0,0.821176889,0,0,25.91839555,2.815139457,30916994
2014,South Africa,0.685923245,489771.854,8.979062348,67.48062281,1.799913149,8815.468,12.31487998,60314.816,12.58202437,2.416718111,5.469053662,84.65581528,414620.356,12.04929465,3.331233751,54545991
2014,Turkey,0.186913316,345981.45,4.479773496,46.69011104,26.61473238,92082.037,22.95919449,79434.554,14.61691251,3.705512683,15.15743545,40.14308426,138887.625,19.83328449,2.846621488,77231907
2014,United Kingdom,0.158988054,419820.162,6.49744049,41.93065908,32.61534161,136925.78,38.67197736,162352.758,9.596900745,0.958709298,19.06139663,27.14829761,113974.027,28.45233425,2.339865063,64613160
2014,United States,0.299871892,5254279.285,16.50283724,45.99040611,27.26856521,1432766.573,40.23652079,2114139.177,8.655560729,0.943933882,11.01191799,31.40910978,1650322.349,33.3979881,2.370864992,318386421
